	chr	pos	lod
ScyDAA6-1439-HRSCAF-1708:17713781	ScyDAA6-1439-HRSCAF-1708	17.713781	0.02215791
ScyDAA6-1439-HRSCAF-1708:17733906	ScyDAA6-1439-HRSCAF-1708	17.733906	0.021339882
ScyDAA6-1439-HRSCAF-1708:17753952	ScyDAA6-1439-HRSCAF-1708	17.753952	0.020585286
ScyDAA6-1439-HRSCAF-1708:17774146	ScyDAA6-1439-HRSCAF-1708	17.774146	0.019886601
ScyDAA6-1439-HRSCAF-1708:17795050	ScyDAA6-1439-HRSCAF-1708	17.79505	0.019228923
ScyDAA6-1439-HRSCAF-1708:17815390	ScyDAA6-1439-HRSCAF-1708	17.81539	0.018559903
ScyDAA6-1439-HRSCAF-1708:17843602	ScyDAA6-1439-HRSCAF-1708	17.843602	0.018200116
ScyDAA6-1439-HRSCAF-1708:17864694	ScyDAA6-1439-HRSCAF-1708	17.864694	0.017935937
ScyDAA6-1439-HRSCAF-1708:17885139	ScyDAA6-1439-HRSCAF-1708	17.885139	0.017645392
ScyDAA6-1439-HRSCAF-1708:17905723	ScyDAA6-1439-HRSCAF-1708	17.905723	0.017357012
ScyDAA6-1439-HRSCAF-1708:17925849	ScyDAA6-1439-HRSCAF-1708	17.925849	0.017079081
ScyDAA6-1439-HRSCAF-1708:17946060	ScyDAA6-1439-HRSCAF-1708	17.94606	0.016844927
ScyDAA6-1439-HRSCAF-1708:17966107	ScyDAA6-1439-HRSCAF-1708	17.966107	0.016615809
ScyDAA6-1439-HRSCAF-1708:17988331	ScyDAA6-1439-HRSCAF-1708	17.988331	0.016365484
ScyDAA6-1439-HRSCAF-1708:18008693	ScyDAA6-1439-HRSCAF-1708	18.008693	0.016243424
ScyDAA6-1439-HRSCAF-1708:18028924	ScyDAA6-1439-HRSCAF-1708	18.028924	0.011629244
ScyDAA6-1439-HRSCAF-1708:18049110	ScyDAA6-1439-HRSCAF-1708	18.04911	0.020163635
ScyDAA6-1439-HRSCAF-1708:18071555	ScyDAA6-1439-HRSCAF-1708	18.071555	0.075310819
ScyDAA6-1439-HRSCAF-1708:18095807	ScyDAA6-1439-HRSCAF-1708	18.095807	0.137854444
ScyDAA6-1439-HRSCAF-1708:18116769	ScyDAA6-1439-HRSCAF-1708	18.116769	0.211096713
ScyDAA6-1439-HRSCAF-1708:18136963	ScyDAA6-1439-HRSCAF-1708	18.136963	0.221084807
ScyDAA6-1439-HRSCAF-1708:18158259	ScyDAA6-1439-HRSCAF-1708	18.158259	0.231350729
ScyDAA6-1439-HRSCAF-1708:18178289	ScyDAA6-1439-HRSCAF-1708	18.178289	0.240660915
ScyDAA6-1439-HRSCAF-1708:18200162	ScyDAA6-1439-HRSCAF-1708	18.200162	0.250341019
ScyDAA6-1439-HRSCAF-1708:18221636	ScyDAA6-1439-HRSCAF-1708	18.221636	0.284207438
ScyDAA6-1439-HRSCAF-1708:18244375	ScyDAA6-1439-HRSCAF-1708	18.244375	0.310065477
ScyDAA6-1439-HRSCAF-1708:18266818	ScyDAA6-1439-HRSCAF-1708	18.266818	0.302376691
ScyDAA6-1439-HRSCAF-1708:18287212	ScyDAA6-1439-HRSCAF-1708	18.287212	0.296206239
ScyDAA6-1439-HRSCAF-1708:18307313	ScyDAA6-1439-HRSCAF-1708	18.307313	0.290262896
ScyDAA6-1439-HRSCAF-1708:18328583	ScyDAA6-1439-HRSCAF-1708	18.328583	0.284662407
ScyDAA6-1439-HRSCAF-1708:18348758	ScyDAA6-1439-HRSCAF-1708	18.348758	0.279594479
ScyDAA6-1439-HRSCAF-1708:18368861	ScyDAA6-1439-HRSCAF-1708	18.368861	0.274785648
ScyDAA6-1439-HRSCAF-1708:18388899	ScyDAA6-1439-HRSCAF-1708	18.388899	0.270236838
ScyDAA6-1439-HRSCAF-1708:18409082	ScyDAA6-1439-HRSCAF-1708	18.409082	0.308189823
ScyDAA6-1439-HRSCAF-1708:18429106	ScyDAA6-1439-HRSCAF-1708	18.429106	0.345330112
ScyDAA6-1439-HRSCAF-1708:18449162	ScyDAA6-1439-HRSCAF-1708	18.449162	0.379108266
ScyDAA6-1439-HRSCAF-1708:18470780	ScyDAA6-1439-HRSCAF-1708	18.47078	0.370250748
ScyDAA6-1439-HRSCAF-1708:18493008	ScyDAA6-1439-HRSCAF-1708	18.493008	0.440365765
ScyDAA6-1439-HRSCAF-1708:18523501	ScyDAA6-1439-HRSCAF-1708	18.523501	0.540074721
ScyDAA6-1439-HRSCAF-1708:18544042	ScyDAA6-1439-HRSCAF-1708	18.544042	0.606719004
ScyDAA6-1439-HRSCAF-1708:18568784	ScyDAA6-1439-HRSCAF-1708	18.568784	0.606086126
ScyDAA6-1439-HRSCAF-1708:18604844	ScyDAA6-1439-HRSCAF-1708	18.604844	0.60482717
ScyDAA6-1439-HRSCAF-1708:18631097	ScyDAA6-1439-HRSCAF-1708	18.631097	0.616434528
ScyDAA6-1439-HRSCAF-1708:18651197	ScyDAA6-1439-HRSCAF-1708	18.651197	0.627047187
ScyDAA6-1439-HRSCAF-1708:18671344	ScyDAA6-1439-HRSCAF-1708	18.671344	0.650893071
ScyDAA6-1439-HRSCAF-1708:18691366	ScyDAA6-1439-HRSCAF-1708	18.691366	0.679637517
ScyDAA6-1439-HRSCAF-1708:18712809	ScyDAA6-1439-HRSCAF-1708	18.712809	0.693570444
ScyDAA6-1439-HRSCAF-1708:18734735	ScyDAA6-1439-HRSCAF-1708	18.734735	0.708029442
ScyDAA6-1439-HRSCAF-1708:18757254	ScyDAA6-1439-HRSCAF-1708	18.757254	0.723090035
ScyDAA6-1439-HRSCAF-1708:18781083	ScyDAA6-1439-HRSCAF-1708	18.781083	0.739240198
ScyDAA6-1439-HRSCAF-1708:18801260	ScyDAA6-1439-HRSCAF-1708	18.80126	0.713394906
ScyDAA6-1439-HRSCAF-1708:18824886	ScyDAA6-1439-HRSCAF-1708	18.824886	0.727102616
ScyDAA6-1439-HRSCAF-1708:18845230	ScyDAA6-1439-HRSCAF-1708	18.84523	0.73904139
ScyDAA6-1439-HRSCAF-1708:18865789	ScyDAA6-1439-HRSCAF-1708	18.865789	0.669155731
ScyDAA6-1439-HRSCAF-1708:18885990	ScyDAA6-1439-HRSCAF-1708	18.88599	0.679285199
ScyDAA6-1439-HRSCAF-1708:18906260	ScyDAA6-1439-HRSCAF-1708	18.90626	0.68940391
ScyDAA6-1439-HRSCAF-1708:18929756	ScyDAA6-1439-HRSCAF-1708	18.929756	0.701376521
ScyDAA6-1439-HRSCAF-1708:18949888	ScyDAA6-1439-HRSCAF-1708	18.949888	0.737820776
ScyDAA6-1439-HRSCAF-1708:18970902	ScyDAA6-1439-HRSCAF-1708	18.970902	0.719624712
ScyDAA6-1439-HRSCAF-1708:18992667	ScyDAA6-1439-HRSCAF-1708	18.992667	0.678317147
ScyDAA6-1439-HRSCAF-1708:19012705	ScyDAA6-1439-HRSCAF-1708	19.012705	0.637256783
ScyDAA6-1439-HRSCAF-1708:19032851	ScyDAA6-1439-HRSCAF-1708	19.032851	0.645722345
ScyDAA6-1439-HRSCAF-1708:19053466	ScyDAA6-1439-HRSCAF-1708	19.053466	0.637215146
ScyDAA6-1439-HRSCAF-1708:19074761	ScyDAA6-1439-HRSCAF-1708	19.074761	0.626539353
ScyDAA6-1439-HRSCAF-1708:19095762	ScyDAA6-1439-HRSCAF-1708	19.095762	0.614392336
ScyDAA6-1439-HRSCAF-1708:19116132	ScyDAA6-1439-HRSCAF-1708	19.116132	0.60475054
ScyDAA6-1439-HRSCAF-1708:19136346	ScyDAA6-1439-HRSCAF-1708	19.136346	0.595044215
ScyDAA6-1439-HRSCAF-1708:19156563	ScyDAA6-1439-HRSCAF-1708	19.156563	0.583218738
ScyDAA6-1439-HRSCAF-1708:19176836	ScyDAA6-1439-HRSCAF-1708	19.176836	0.572719794
ScyDAA6-1439-HRSCAF-1708:19197018	ScyDAA6-1439-HRSCAF-1708	19.197018	0.561412793
ScyDAA6-1439-HRSCAF-1708:19217846	ScyDAA6-1439-HRSCAF-1708	19.217846	0.56556464
ScyDAA6-1439-HRSCAF-1708:19238572	ScyDAA6-1439-HRSCAF-1708	19.238572	0.568469938
ScyDAA6-1439-HRSCAF-1708:19259882	ScyDAA6-1439-HRSCAF-1708	19.259882	0.564044498
ScyDAA6-1439-HRSCAF-1708:19285709	ScyDAA6-1439-HRSCAF-1708	19.285709	0.556934267
ScyDAA6-1439-HRSCAF-1708:19310079	ScyDAA6-1439-HRSCAF-1708	19.310079	0.552804772
ScyDAA6-1439-HRSCAF-1708:19337039	ScyDAA6-1439-HRSCAF-1708	19.337039	0.547743152
ScyDAA6-1439-HRSCAF-1708:19357459	ScyDAA6-1439-HRSCAF-1708	19.357459	0.54390721
ScyDAA6-1439-HRSCAF-1708:19378191	ScyDAA6-1439-HRSCAF-1708	19.378191	0.737565192
ScyDAA6-1439-HRSCAF-1708:19398218	ScyDAA6-1439-HRSCAF-1708	19.398218	0.766926681
ScyDAA6-1439-HRSCAF-1708:19418691	ScyDAA6-1439-HRSCAF-1708	19.418691	0.765549068
ScyDAA6-1439-HRSCAF-1708:19438962	ScyDAA6-1439-HRSCAF-1708	19.438962	0.764136388
ScyDAA6-1439-HRSCAF-1708:19460920	ScyDAA6-1439-HRSCAF-1708	19.46092	0.762553574
ScyDAA6-1439-HRSCAF-1708:19482000	ScyDAA6-1439-HRSCAF-1708	19.482	0.760983074
ScyDAA6-1439-HRSCAF-1708:19502558	ScyDAA6-1439-HRSCAF-1708	19.502558	0.75776833
ScyDAA6-1439-HRSCAF-1708:19523289	ScyDAA6-1439-HRSCAF-1708	19.523289	0.754497232
ScyDAA6-1439-HRSCAF-1708:19543294	ScyDAA6-1439-HRSCAF-1708	19.543294	0.810931905
ScyDAA6-1439-HRSCAF-1708:19564071	ScyDAA6-1439-HRSCAF-1708	19.564071	0.790024126
ScyDAA6-1439-HRSCAF-1708:19584100	ScyDAA6-1439-HRSCAF-1708	19.5841	0.770028078
ScyDAA6-1439-HRSCAF-1708:19604226	ScyDAA6-1439-HRSCAF-1708	19.604226	0.750316972
ScyDAA6-1439-HRSCAF-1708:19625606	ScyDAA6-1439-HRSCAF-1708	19.625606	0.730036479
ScyDAA6-1439-HRSCAF-1708:19646459	ScyDAA6-1439-HRSCAF-1708	19.646459	0.711134133
ScyDAA6-1439-HRSCAF-1708:19666587	ScyDAA6-1439-HRSCAF-1708	19.666587	0.708423638
ScyDAA6-1439-HRSCAF-1708:19687478	ScyDAA6-1439-HRSCAF-1708	19.687478	0.706861805
ScyDAA6-1439-HRSCAF-1708:19711299	ScyDAA6-1439-HRSCAF-1708	19.711299	0.699507495
ScyDAA6-1439-HRSCAF-1708:19733422	ScyDAA6-1439-HRSCAF-1708	19.733422	0.650580545
ScyDAA6-1439-HRSCAF-1708:19763375	ScyDAA6-1439-HRSCAF-1708	19.763375	0.600505266
ScyDAA6-1439-HRSCAF-1708:19786340	ScyDAA6-1439-HRSCAF-1708	19.78634	0.562290621
ScyDAA6-1439-HRSCAF-1708:19806616	ScyDAA6-1439-HRSCAF-1708	19.806616	0.53208519
ScyDAA6-1439-HRSCAF-1708:19826904	ScyDAA6-1439-HRSCAF-1708	19.826904	0.500588065
ScyDAA6-1439-HRSCAF-1708:19849061	ScyDAA6-1439-HRSCAF-1708	19.849061	0.49289379
ScyDAA6-1439-HRSCAF-1708:19869758	ScyDAA6-1439-HRSCAF-1708	19.869758	0.490691486
ScyDAA6-1439-HRSCAF-1708:19889937	ScyDAA6-1439-HRSCAF-1708	19.889937	0.391510497
ScyDAA6-1439-HRSCAF-1708:19913897	ScyDAA6-1439-HRSCAF-1708	19.913897	0.391627932
ScyDAA6-1439-HRSCAF-1708:19934358	ScyDAA6-1439-HRSCAF-1708	19.934358	0.44276362
ScyDAA6-1439-HRSCAF-1708:19955287	ScyDAA6-1439-HRSCAF-1708	19.955287	0.451528669
ScyDAA6-1439-HRSCAF-1708:19976256	ScyDAA6-1439-HRSCAF-1708	19.976256	0.459003702
ScyDAA6-1439-HRSCAF-1708:19996676	ScyDAA6-1439-HRSCAF-1708	19.996676	0.464986896
ScyDAA6-1439-HRSCAF-1708:20016727	ScyDAA6-1439-HRSCAF-1708	20.016727	0.469603109
ScyDAA6-1439-HRSCAF-1708:20036792	ScyDAA6-1439-HRSCAF-1708	20.036792	0.47513612
ScyDAA6-1439-HRSCAF-1708:20059711	ScyDAA6-1439-HRSCAF-1708	20.059711	0.480475463
ScyDAA6-1439-HRSCAF-1708:20080105	ScyDAA6-1439-HRSCAF-1708	20.080105	0.481161794
ScyDAA6-1439-HRSCAF-1708:20100124	ScyDAA6-1439-HRSCAF-1708	20.100124	0.481807925
ScyDAA6-1439-HRSCAF-1708:20120524	ScyDAA6-1439-HRSCAF-1708	20.120524	0.482435176
ScyDAA6-1439-HRSCAF-1708:20140566	ScyDAA6-1439-HRSCAF-1708	20.140566	0.482772049
ScyDAA6-1439-HRSCAF-1708:20160800	ScyDAA6-1439-HRSCAF-1708	20.1608	0.457176172
ScyDAA6-1439-HRSCAF-1708:20181562	ScyDAA6-1439-HRSCAF-1708	20.181562	0.457468585
ScyDAA6-1439-HRSCAF-1708:20201876	ScyDAA6-1439-HRSCAF-1708	20.201876	0.457727468
ScyDAA6-1439-HRSCAF-1708:20221998	ScyDAA6-1439-HRSCAF-1708	20.221998	0.457957408
ScyDAA6-1439-HRSCAF-1708:20242291	ScyDAA6-1439-HRSCAF-1708	20.242291	0.45816266
ScyDAA6-1439-HRSCAF-1708:20262560	ScyDAA6-1439-HRSCAF-1708	20.26256	0.45730042
ScyDAA6-1439-HRSCAF-1708:20282744	ScyDAA6-1439-HRSCAF-1708	20.282744	0.457319103
ScyDAA6-1439-HRSCAF-1708:20306122	ScyDAA6-1439-HRSCAF-1708	20.306122	0.457535605
ScyDAA6-1439-HRSCAF-1708:20328214	ScyDAA6-1439-HRSCAF-1708	20.328214	0.487501731
ScyDAA6-1439-HRSCAF-1708:20348911	ScyDAA6-1439-HRSCAF-1708	20.348911	0.5156306
ScyDAA6-1439-HRSCAF-1708:20369141	ScyDAA6-1439-HRSCAF-1708	20.369141	0.535417925
ScyDAA6-1439-HRSCAF-1708:20412427	ScyDAA6-1439-HRSCAF-1708	20.412427	0.560720427
ScyDAA6-1439-HRSCAF-1708:20433763	ScyDAA6-1439-HRSCAF-1708	20.433763	0.566321397
ScyDAA6-1439-HRSCAF-1708:20454592	ScyDAA6-1439-HRSCAF-1708	20.454592	0.574884599
ScyDAA6-1439-HRSCAF-1708:20475690	ScyDAA6-1439-HRSCAF-1708	20.47569	0.57336431
ScyDAA6-1439-HRSCAF-1708:20500713	ScyDAA6-1439-HRSCAF-1708	20.500713	0.573685925
ScyDAA6-1439-HRSCAF-1708:20520779	ScyDAA6-1439-HRSCAF-1708	20.520779	0.573449282
ScyDAA6-1439-HRSCAF-1708:20540992	ScyDAA6-1439-HRSCAF-1708	20.540992	0.57276131
ScyDAA6-1439-HRSCAF-1708:20561339	ScyDAA6-1439-HRSCAF-1708	20.561339	0.592550013
ScyDAA6-1439-HRSCAF-1708:20581575	ScyDAA6-1439-HRSCAF-1708	20.581575	0.615667062
ScyDAA6-1439-HRSCAF-1708:20601933	ScyDAA6-1439-HRSCAF-1708	20.601933	0.629047424
ScyDAA6-1439-HRSCAF-1708:20621963	ScyDAA6-1439-HRSCAF-1708	20.621963	0.642397455
ScyDAA6-1439-HRSCAF-1708:20643306	ScyDAA6-1439-HRSCAF-1708	20.643306	0.677897416
ScyDAA6-1439-HRSCAF-1708:20664600	ScyDAA6-1439-HRSCAF-1708	20.6646	0.732119792
ScyDAA6-1439-HRSCAF-1708:20685005	ScyDAA6-1439-HRSCAF-1708	20.685005	0.778328521
ScyDAA6-1439-HRSCAF-1708:20705016	ScyDAA6-1439-HRSCAF-1708	20.705016	0.785222866
ScyDAA6-1439-HRSCAF-1708:20727491	ScyDAA6-1439-HRSCAF-1708	20.727491	0.800255425
ScyDAA6-1439-HRSCAF-1708:20748383	ScyDAA6-1439-HRSCAF-1708	20.748383	0.814065837
ScyDAA6-1439-HRSCAF-1708:20770057	ScyDAA6-1439-HRSCAF-1708	20.770057	0.828192769
ScyDAA6-1439-HRSCAF-1708:20792058	ScyDAA6-1439-HRSCAF-1708	20.792058	0.84228952
ScyDAA6-1439-HRSCAF-1708:20815516	ScyDAA6-1439-HRSCAF-1708	20.815516	0.857010947
ScyDAA6-1439-HRSCAF-1708:20835645	ScyDAA6-1439-HRSCAF-1708	20.835645	0.869358927
ScyDAA6-1439-HRSCAF-1708:20856372	ScyDAA6-1439-HRSCAF-1708	20.856372	0.877836913
ScyDAA6-1439-HRSCAF-1708:20876880	ScyDAA6-1439-HRSCAF-1708	20.87688	0.783742972
ScyDAA6-1439-HRSCAF-1708:20896921	ScyDAA6-1439-HRSCAF-1708	20.896921	0.804426543
ScyDAA6-1439-HRSCAF-1708:20917104	ScyDAA6-1439-HRSCAF-1708	20.917104	0.82074937
ScyDAA6-1439-HRSCAF-1708:20937734	ScyDAA6-1439-HRSCAF-1708	20.937734	0.89149387
ScyDAA6-1439-HRSCAF-1708:20958410	ScyDAA6-1439-HRSCAF-1708	20.95841	0.971404408
ScyDAA6-1439-HRSCAF-1708:20978667	ScyDAA6-1439-HRSCAF-1708	20.978667	1.009124978
ScyDAA6-1439-HRSCAF-1708:20998729	ScyDAA6-1439-HRSCAF-1708	20.998729	1.046753253
ScyDAA6-1439-HRSCAF-1708:21019147	ScyDAA6-1439-HRSCAF-1708	21.019147	1.071790996
ScyDAA6-1439-HRSCAF-1708:21039389	ScyDAA6-1439-HRSCAF-1708	21.039389	1.097163474
ScyDAA6-1439-HRSCAF-1708:21059696	ScyDAA6-1439-HRSCAF-1708	21.059696	1.134352193
ScyDAA6-1439-HRSCAF-1708:21083061	ScyDAA6-1439-HRSCAF-1708	21.083061	1.177160734
ScyDAA6-1439-HRSCAF-1708:21103469	ScyDAA6-1439-HRSCAF-1708	21.103469	1.204311844
ScyDAA6-1439-HRSCAF-1708:21129457	ScyDAA6-1439-HRSCAF-1708	21.129457	1.155146917
ScyDAA6-1439-HRSCAF-1708:21149829	ScyDAA6-1439-HRSCAF-1708	21.149829	1.094264967
ScyDAA6-1439-HRSCAF-1708:21169937	ScyDAA6-1439-HRSCAF-1708	21.169937	1.142848573
ScyDAA6-1439-HRSCAF-1708:21190978	ScyDAA6-1439-HRSCAF-1708	21.190978	1.05424473
ScyDAA6-1439-HRSCAF-1708:21220203	ScyDAA6-1439-HRSCAF-1708	21.220203	1.064357647
ScyDAA6-1439-HRSCAF-1708:21240255	ScyDAA6-1439-HRSCAF-1708	21.240255	1.020402235
ScyDAA6-1439-HRSCAF-1708:21263216	ScyDAA6-1439-HRSCAF-1708	21.263216	1.015545586
ScyDAA6-1439-HRSCAF-1708:21283461	ScyDAA6-1439-HRSCAF-1708	21.283461	1.010821111
ScyDAA6-1439-HRSCAF-1708:21306126	ScyDAA6-1439-HRSCAF-1708	21.306126	0.985533141
ScyDAA6-1439-HRSCAF-1708:21326580	ScyDAA6-1439-HRSCAF-1708	21.32658	0.943096551
ScyDAA6-1439-HRSCAF-1708:21346997	ScyDAA6-1439-HRSCAF-1708	21.346997	0.900991013
ScyDAA6-1439-HRSCAF-1708:21370216	ScyDAA6-1439-HRSCAF-1708	21.370216	1.020026939
ScyDAA6-1439-HRSCAF-1708:21391934	ScyDAA6-1439-HRSCAF-1708	21.391934	1.07258478
ScyDAA6-1439-HRSCAF-1708:21426986	ScyDAA6-1439-HRSCAF-1708	21.426986	1.037624602
ScyDAA6-1439-HRSCAF-1708:21448198	ScyDAA6-1439-HRSCAF-1708	21.448198	1.031607626
ScyDAA6-1439-HRSCAF-1708:21468873	ScyDAA6-1439-HRSCAF-1708	21.468873	1.025068595
ScyDAA6-1439-HRSCAF-1708:21489384	ScyDAA6-1439-HRSCAF-1708	21.489384	1.01070461
ScyDAA6-1439-HRSCAF-1708:21510180	ScyDAA6-1439-HRSCAF-1708	21.51018	0.964999774
ScyDAA6-1439-HRSCAF-1708:21530770	ScyDAA6-1439-HRSCAF-1708	21.53077	0.935613789
ScyDAA6-1439-HRSCAF-1708:21551655	ScyDAA6-1439-HRSCAF-1708	21.551655	0.924716895
ScyDAA6-1439-HRSCAF-1708:21573257	ScyDAA6-1439-HRSCAF-1708	21.573257	0.913478087
ScyDAA6-1439-HRSCAF-1708:21593388	ScyDAA6-1439-HRSCAF-1708	21.593388	0.903039622
ScyDAA6-1439-HRSCAF-1708:21613454	ScyDAA6-1439-HRSCAF-1708	21.613454	0.892674581
ScyDAA6-1439-HRSCAF-1708:21633773	ScyDAA6-1439-HRSCAF-1708	21.633773	0.882225204
ScyDAA6-1439-HRSCAF-1708:21654064	ScyDAA6-1439-HRSCAF-1708	21.654064	0.871842624
ScyDAA6-1439-HRSCAF-1708:21674398	ScyDAA6-1439-HRSCAF-1708	21.674398	0.861496323
ScyDAA6-1439-HRSCAF-1708:21694783	ScyDAA6-1439-HRSCAF-1708	21.694783	0.860286204
ScyDAA6-1439-HRSCAF-1708:21715295	ScyDAA6-1439-HRSCAF-1708	21.715295	0.860800968
ScyDAA6-1439-HRSCAF-1708:21735832	ScyDAA6-1439-HRSCAF-1708	21.735832	0.861304407
ScyDAA6-1439-HRSCAF-1708:21758940	ScyDAA6-1439-HRSCAF-1708	21.75894	0.887812111
ScyDAA6-1439-HRSCAF-1708:21779052	ScyDAA6-1439-HRSCAF-1708	21.779052	0.903484938
ScyDAA6-1439-HRSCAF-1708:21799579	ScyDAA6-1439-HRSCAF-1708	21.799579	0.903953404
ScyDAA6-1439-HRSCAF-1708:21822117	ScyDAA6-1439-HRSCAF-1708	21.822117	0.904454389
ScyDAA6-1439-HRSCAF-1708:21842416	ScyDAA6-1439-HRSCAF-1708	21.842416	0.939279637
ScyDAA6-1439-HRSCAF-1708:21862514	ScyDAA6-1439-HRSCAF-1708	21.862514	0.924842417
ScyDAA6-1439-HRSCAF-1708:21883005	ScyDAA6-1439-HRSCAF-1708	21.883005	0.907947999
ScyDAA6-1439-HRSCAF-1708:21904235	ScyDAA6-1439-HRSCAF-1708	21.904235	0.884871382
ScyDAA6-1439-HRSCAF-1708:21925184	ScyDAA6-1439-HRSCAF-1708	21.925184	0.852390186
ScyDAA6-1439-HRSCAF-1708:21946219	ScyDAA6-1439-HRSCAF-1708	21.946219	0.834295642
ScyDAA6-1439-HRSCAF-1708:21983479	ScyDAA6-1439-HRSCAF-1708	21.983479	0.81118297
ScyDAA6-1439-HRSCAF-1708:22004450	ScyDAA6-1439-HRSCAF-1708	22.00445	0.830118408
ScyDAA6-1439-HRSCAF-1708:22025864	ScyDAA6-1439-HRSCAF-1708	22.025864	0.844658635
ScyDAA6-1439-HRSCAF-1708:22046123	ScyDAA6-1439-HRSCAF-1708	22.046123	0.845271116
ScyDAA6-1439-HRSCAF-1708:22066316	ScyDAA6-1439-HRSCAF-1708	22.066316	0.845862457
ScyDAA6-1439-HRSCAF-1708:22086335	ScyDAA6-1439-HRSCAF-1708	22.086335	0.846430271
ScyDAA6-1439-HRSCAF-1708:22106461	ScyDAA6-1439-HRSCAF-1708	22.106461	0.846982532
ScyDAA6-1439-HRSCAF-1708:22127436	ScyDAA6-1439-HRSCAF-1708	22.127436	0.847538165
ScyDAA6-1439-HRSCAF-1708:22147990	ScyDAA6-1439-HRSCAF-1708	22.14799	0.848062824
ScyDAA6-1439-HRSCAF-1708:22169922	ScyDAA6-1439-HRSCAF-1708	22.169922	0.848600922
ScyDAA6-1439-HRSCAF-1708:22192014	ScyDAA6-1439-HRSCAF-1708	22.192014	0.849120157
ScyDAA6-1439-HRSCAF-1708:22241348	ScyDAA6-1439-HRSCAF-1708	22.241348	0.850196589
ScyDAA6-1439-HRSCAF-1708:22262058	ScyDAA6-1439-HRSCAF-1708	22.262058	0.85061417
ScyDAA6-1439-HRSCAF-1708:22285608	ScyDAA6-1439-HRSCAF-1708	22.285608	0.853366552
ScyDAA6-1439-HRSCAF-1708:22307161	ScyDAA6-1439-HRSCAF-1708	22.307161	0.855765697
ScyDAA6-1439-HRSCAF-1708:22330367	ScyDAA6-1439-HRSCAF-1708	22.330367	0.858218446
ScyDAA6-1439-HRSCAF-1708:22351223	ScyDAA6-1439-HRSCAF-1708	22.351223	0.860305542
ScyDAA6-1439-HRSCAF-1708:22371312	ScyDAA6-1439-HRSCAF-1708	22.371312	0.86220979
ScyDAA6-1439-HRSCAF-1708:22394290	ScyDAA6-1439-HRSCAF-1708	22.39429	0.87429599
ScyDAA6-1439-HRSCAF-1708:22414369	ScyDAA6-1439-HRSCAF-1708	22.414369	0.884042263
ScyDAA6-1439-HRSCAF-1708:22521478	ScyDAA6-1439-HRSCAF-1708	22.521478	0.864256514
ScyDAA6-1439-HRSCAF-1708:22575445	ScyDAA6-1439-HRSCAF-1708	22.575445	0.832120492
ScyDAA6-1439-HRSCAF-1708:22595638	ScyDAA6-1439-HRSCAF-1708	22.595638	0.825288711
ScyDAA6-1439-HRSCAF-1708:22615794	ScyDAA6-1439-HRSCAF-1708	22.615794	0.816768065
ScyDAA6-1439-HRSCAF-1708:22636226	ScyDAA6-1439-HRSCAF-1708	22.636226	0.808823726
ScyDAA6-1439-HRSCAF-1708:22659641	ScyDAA6-1439-HRSCAF-1708	22.659641	0.794019455
ScyDAA6-1439-HRSCAF-1708:22693986	ScyDAA6-1439-HRSCAF-1708	22.693986	0.767885984
ScyDAA6-1439-HRSCAF-1708:22714853	ScyDAA6-1439-HRSCAF-1708	22.714853	0.763707865
ScyDAA6-1439-HRSCAF-1708:22737940	ScyDAA6-1439-HRSCAF-1708	22.73794	0.724171804
ScyDAA6-1439-HRSCAF-1708:22758232	ScyDAA6-1439-HRSCAF-1708	22.758232	0.678132557
ScyDAA6-1439-HRSCAF-1708:22778758	ScyDAA6-1439-HRSCAF-1708	22.778758	0.754637052
ScyDAA6-1439-HRSCAF-1708:22800354	ScyDAA6-1439-HRSCAF-1708	22.800354	0.830451951
ScyDAA6-1439-HRSCAF-1708:22826803	ScyDAA6-1439-HRSCAF-1708	22.826803	0.885425556
ScyDAA6-1439-HRSCAF-1708:22850860	ScyDAA6-1439-HRSCAF-1708	22.85086	0.903203696
ScyDAA6-1439-HRSCAF-1708:22872082	ScyDAA6-1439-HRSCAF-1708	22.872082	0.860441431
ScyDAA6-1439-HRSCAF-1708:22893040	ScyDAA6-1439-HRSCAF-1708	22.89304	0.85027
ScyDAA6-1439-HRSCAF-1708:22920073	ScyDAA6-1439-HRSCAF-1708	22.920073	0.841782315
ScyDAA6-1439-HRSCAF-1708:22943290	ScyDAA6-1439-HRSCAF-1708	22.94329	0.696671283
ScyDAA6-1439-HRSCAF-1708:22964102	ScyDAA6-1439-HRSCAF-1708	22.964102	0.565239866
ScyDAA6-1439-HRSCAF-1708:22986707	ScyDAA6-1439-HRSCAF-1708	22.986707	0.554754882
ScyDAA6-1439-HRSCAF-1708:23007012	ScyDAA6-1439-HRSCAF-1708	23.007012	0.570984295
ScyDAA6-1439-HRSCAF-1708:23027256	ScyDAA6-1439-HRSCAF-1708	23.027256	0.584317379
ScyDAA6-1439-HRSCAF-1708:23047994	ScyDAA6-1439-HRSCAF-1708	23.047994	0.596915652
ScyDAA6-1439-HRSCAF-1708:23069073	ScyDAA6-1439-HRSCAF-1708	23.069073	0.601014672
ScyDAA6-1439-HRSCAF-1708:23095080	ScyDAA6-1439-HRSCAF-1708	23.09508	0.670080128
ScyDAA6-1439-HRSCAF-1708:23116013	ScyDAA6-1439-HRSCAF-1708	23.116013	0.6598154
ScyDAA6-1439-HRSCAF-1708:23145520	ScyDAA6-1439-HRSCAF-1708	23.14552	0.66196335
